example_id,query,action,crime_type,area,time_window,language
AG-01996,ಎಂಜಿ ರಸ್ತೆ ಪ್ರದೇಶದ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ ತಿಂಗಳು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Missing Persons,MG Road,last_month,kn
AG-00997,Find FIR records for Communal Offences near RT Nagar this week,search_cases,Communal Offences,RT Nagar,this_week,en
AG-07235,Which repeat offenders connect Vehicle Theft cases in Rajajinagar this week?,investigate_network,Vehicle Theft,Rajajinagar,this_week,en
AG-03814,ಜಯನಗರ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Land Disputes,Jayanagar,last_30_days,kn
AG-08412,ಯಲಹಂಕದಲ್ಲಿ ಇಂದು ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Robbery & Dacoity,Yelahanka,today,kn
AG-02957,Which repeat offenders connect Domestic Violence cases in Indiranagar in the last 30 days?,investigate_network,Domestic Violence,Indiranagar,last_30_days,en
AG-07461,Which high-risk areas near Mysuru Road have Property Theft this week?,show_hotspots,Property Theft,Mysuru Road,this_week,en
AG-07544,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ವರದಿಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Child Offences,BTM Layout,last_month,kn
AG-02498,ರಾಜಾಜಿನಗರದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಎಷ್ಟು ವಾಹನ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Vehicle Theft,Rajajinagar,last_30_days,kn
AG-01973,Which repeat offenders connect Narcotics cases in Basavanagudi this week?,investigate_network,Narcotics,Basavanagudi,this_week,en
AG-03691,Find FIR records for Child Offences near KR Market this week,search_cases,Child Offences,KR Market,this_week,en
AG-06623,Which repeat offenders connect Eve Teasing cases in MG Road today?,investigate_network,Eve Teasing,MG Road,today,en
AG-05824,ಹೆಬ್ಬಾಳ ಸಮೀಪ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Fraud & Cheating,Hebbal,all,kn
AG-04878,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕೊಲೆ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Murder,Silk Board,last_30_days,kn
AG-08509,Search reports about Child Offences in MG Road this year,search_cases,Child Offences,MG Road,this_year,en
AG-00428,ಮಲ್ಲೇಶ್ವರಂ ಸಮೀಪದ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಹುಡುಕಿ,search_cases,Assault & Violence,Malleshwaram,all,kn
AG-02028,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕೋಮು ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Communal Offences,BTM Layout,last_30_days,kn
AG-05451,Show Unlawful Assembly hotspots around Mysuru Road last month,show_hotspots,Unlawful Assembly,Mysuru Road,last_month,en
AG-05807,Find repeat accused links for Land Disputes in Indiranagar last month,investigate_network,Land Disputes,Indiranagar,last_month,en
AG-03723,Which high-risk areas near Silk Board have Communal Offences this week?,show_hotspots,Communal Offences,Silk Board,this_week,en
AG-09112,ಹೆಬ್ಬಾಳ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಇಂದು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Domestic Violence,Hebbal,today,kn
AG-06289,Search reports about Communal Offences in BTM Layout last month,search_cases,Communal Offences,BTM Layout,last_month,en
AG-06042,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Missing Persons,BTM Layout,this_year,kn
AG-05935,Search reports about Robbery & Dacoity in RT Nagar in the last 30 days,search_cases,Robbery & Dacoity,RT Nagar,last_30_days,en
AG-01603,Search reports about Narcotics in Hebbal last month,search_cases,Narcotics,Hebbal,last_month,en
AG-05270,ಮಲ್ಲೇಶ್ವರಂದಲ್ಲಿ ಇಂದು ಎಷ್ಟು ಭೂ ವಿವಾದ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Land Disputes,Malleshwaram,today,kn
AG-01097,Find repeat accused links for Vehicle Theft in BTM Layout in the last 30 days,investigate_network,Vehicle Theft,BTM Layout,last_30_days,en
AG-09254,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಈ ವಾರ ನಡೆದ ಕೋಮು ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Communal Offences,Electronic City,this_week,kn
AG-08562,ಮಲ್ಲೇಶ್ವರಂ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Land Disputes,Malleshwaram,this_year,kn
AG-04295,Show the accused and FIR network for Vehicle Theft at Hebbal last month,investigate_network,Vehicle Theft,Hebbal,last_month,en
AG-00450,ಯಶವಂತಪುರ ಸಮೀಪದ ಸೈಬರ್ ಅಪರಾಧ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಪರಿಶೀಲಿಸಿ,investigate_network,Cyber Crime,Yeshwantpur,all,kn
AG-08916,ಮಾರತಹಳ್ಳಿ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Communal Offences,Marathahalli,today,kn
AG-05596,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Communal Offences,KR Market,all,kn
AG-09328,ಇಂದಿರಾನಗರ ಸುತ್ತಮುತ್ತ ಆಸ್ತಿ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Property Theft,Indiranagar,all,kn
AG-03447,Analyze hotspot evidence for Cyber Crime at Electronic City last month,show_hotspots,Cyber Crime,Electronic City,last_month,en
AG-00046,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ ಪ್ರದೇಶದ ವಾಹನ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Vehicle Theft,HSR Layout,last_30_days,kn
AG-00793,Show Land Disputes cases in Mysuru Road today,search_cases,Land Disputes,Mysuru Road,today,en
AG-06298,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಪ್ರದೇಶದ ವಾಹನ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ ತಿಂಗಳು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Vehicle Theft,Silk Board,last_month,kn
AG-07820,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಇಂದು ನಡೆದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Unlawful Assembly,Silk Board,today,kn
AG-03238,ಮೈಸೂರು ರಸ್ತೆ ಪ್ರದೇಶದ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Child Offences,Mysuru Road,all,kn
AG-05280,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಮೀಪದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವರ್ಷ ಪರಿಶೀಲಿಸಿ,investigate_network,Domestic Violence,Silk Board,this_year,kn
AG-09814,ವೈಟ್‌ಫೀಲ್ಡ್ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಇಂದು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Robbery & Dacoity,Whitefield,today,kn
AG-05943,Map danger zones for Unlawful Assembly in Electronic City,show_hotspots,Unlawful Assembly,Electronic City,all,en
AG-03701,Which repeat offenders connect Narcotics cases in Yeshwantpur today?,investigate_network,Narcotics,Yeshwantpur,today,en
AG-02970,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಇಂದು ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Narcotics,Silk Board,today,kn
AG-08849,Which repeat offenders connect Property Theft cases in Yeshwantpur ?,investigate_network,Property Theft,Yeshwantpur,all,en
AG-00725,Find repeat accused links for Missing Persons in Electronic City this year,investigate_network,Missing Persons,Electronic City,this_year,en
AG-09043,Find FIR records for Missing Persons near Jayanagar this year,search_cases,Missing Persons,Jayanagar,this_year,en
AG-04407,Map danger zones for Robbery & Dacoity in BTM Layout,show_hotspots,Robbery & Dacoity,BTM Layout,all,en
AG-06860,ಯಶವಂತಪುರದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ನಡೆದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Fraud & Cheating,Yeshwantpur,last_month,kn
AG-00169,Search reports about Child Offences in HSR Layout last month,search_cases,Child Offences,HSR Layout,last_month,en
AG-05498,ಇಂದಿರಾನಗರ ಸಮೀಪದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Unlawful Assembly,Indiranagar,this_week,kn
AG-03410,ಎಂಜಿ ರಸ್ತೆದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ನಡೆದ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Narcotics,MG Road,last_month,kn
AG-00384,ಎಂಜಿ ರಸ್ತೆದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಭೂ ವಿವಾದ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Land Disputes,MG Road,last_month,kn
AG-09136,ಮೈಸೂರು ರಸ್ತೆ ಪ್ರದೇಶದ ವಾಹನ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Vehicle Theft,Mysuru Road,last_30_days,kn
AG-06582,ಮಲ್ಲೇಶ್ವರಂ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Domestic Violence,Malleshwaram,today,kn
AG-08967,Show Robbery & Dacoity hotspots around Rajajinagar today,show_hotspots,Robbery & Dacoity,Rajajinagar,today,en
AG-03245,Which repeat offenders connect Property Theft cases in Rajajinagar this week?,investigate_network,Property Theft,Rajajinagar,this_week,en
AG-02974,ವೈಟ್‌ಫೀಲ್ಡ್ ಸುತ್ತಮುತ್ತ ಈ ವರ್ಷ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Assault & Violence,Whitefield,this_year,kn
AG-06393,Map danger zones for Child Offences in RT Nagar in the last 30 days,show_hotspots,Child Offences,RT Nagar,last_30_days,en
AG-04037,Investigate connected suspects in Unlawful Assembly cases near Jayanagar in the last 30 days,investigate_network,Unlawful Assembly,Jayanagar,last_30_days,en
AG-08508,ರಾಜಾಜಿನಗರದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಭೂ ವಿವಾದ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Land Disputes,Rajajinagar,last_month,kn
AG-01195,Show Robbery & Dacoity cases in Hebbal in the last 30 days,search_cases,Robbery & Dacoity,Hebbal,last_30_days,en
AG-00904,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪ ಈ ವಾರ ಸೈಬರ್ ಅಪರಾಧ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Cyber Crime,Whitefield,this_week,kn
AG-08513,Find repeat accused links for Child Offences in Marathahalli in the last 30 days,investigate_network,Child Offences,Marathahalli,last_30_days,en
AG-03805,Search reports about Child Offences in Marathahalli last month,search_cases,Child Offences,Marathahalli,last_month,en
AG-07150,ರಾಜಾಜಿನಗರ ಸುತ್ತಮುತ್ತ ಭೂ ವಿವಾದ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Land Disputes,Rajajinagar,all,kn
AG-01083,Show Missing Persons hotspots around Indiranagar this week,show_hotspots,Missing Persons,Indiranagar,this_week,en
AG-04317,Show Assault & Violence hotspots around Silk Board in the last 30 days,show_hotspots,Assault & Violence,Silk Board,last_30_days,en
AG-07488,ವೈಟ್‌ಫೀಲ್ಡ್ ಪ್ರದೇಶದ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Child Offences,Whitefield,this_week,kn
AG-02622,ಬಸವನಗುಡಿ ಸಮೀಪದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವಾರ ಪರಿಶೀಲಿಸಿ,investigate_network,Land Disputes,Basavanagudi,this_week,kn
AG-09434,ಹೆಬ್ಬಾಳದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Unlawful Assembly,Hebbal,last_month,kn
AG-03088,ಮೈಸೂರು ರಸ್ತೆ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Robbery & Dacoity,Mysuru Road,all,kn
AG-05398,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವಾರ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Domestic Violence,Bannerghatta Road,this_week,kn
AG-07266,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಈ ವಾರ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Child Offences,Marathahalli,this_week,kn
AG-08566,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Assault & Violence,BTM Layout,all,kn
AG-01174,ಯಲಹಂಕದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Missing Persons,Yelahanka,last_month,kn
AG-07699,How many Narcotics incidents occurred at Malleshwaram this week?,search_cases,Narcotics,Malleshwaram,this_week,en
AG-05444,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಇಂದು ನಡೆದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Domestic Violence,RT Nagar,today,kn
AG-06322,ಮಲ್ಲೇಶ್ವರಂ ಸುತ್ತಮುತ್ತ ಕಳೆದ ತಿಂಗಳು ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Missing Persons,Malleshwaram,last_month,kn
AG-06505,Find FIR records for Communal Offences near Whitefield this week,search_cases,Communal Offences,Whitefield,this_week,en
AG-02009,Investigate connected suspects in Child Offences cases near KR Market last month,investigate_network,Child Offences,KR Market,last_month,en
AG-08638,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಈ ವಾರ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Child Offences,Silk Board,this_week,kn
AG-03853,Search reports about Cyber Crime in Malleshwaram,search_cases,Cyber Crime,Malleshwaram,all,en
AG-06667,Find FIR records for Missing Persons near KR Market in the last 30 days,search_cases,Missing Persons,KR Market,last_30_days,en
AG-07066,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಸಮೀಪ ಆಸ್ತಿ ಕಳ್ಳತನ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Property Theft,Bannerghatta Road,all,kn
AG-05540,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಸಮೀಪದ ವಾಹನ ಕಳ್ಳತನ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Vehicle Theft,Bannerghatta Road,this_week,kn
AG-03517,How many Communal Offences incidents occurred at Jayanagar today?,search_cases,Communal Offences,Jayanagar,today,en
AG-08144,ಯಲಹಂಕದಲ್ಲಿ ಈ ವರ್ಷ ನಡೆದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Eve Teasing,Yelahanka,this_year,kn
AG-08600,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಈ ವಾರ ಎಷ್ಟು ಭೂ ವಿವಾದ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Land Disputes,Electronic City,this_week,kn
AG-09020,ಯಶವಂತಪುರ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ವರದಿಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Domestic Violence,Yeshwantpur,last_month,kn
AG-09217,Find FIR records for Assault & Violence near HSR Layout last month,search_cases,Assault & Violence,HSR Layout,last_month,en
AG-04327,How many Communal Offences incidents occurred at Indiranagar last month?,search_cases,Communal Offences,Indiranagar,last_month,en
AG-05304,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಸಮೀಪದ ಸೈಬರ್ ಅಪರಾಧ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಪರಿಶೀಲಿಸಿ,investigate_network,Cyber Crime,KR Market,last_30_days,kn
AG-00278,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಪ್ರದೇಶದ ಆಸ್ತಿ ಕಳ್ಳತನ ವರದಿಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Property Theft,Silk Board,today,kn
AG-00019,Show Property Theft cases in Koramangala in the last 30 days,search_cases,Property Theft,Koramangala,last_30_days,en
AG-09378,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಈ ವಾರ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Unlawful Assembly,Marathahalli,this_week,kn
AG-03281,Find repeat accused links for Murder in Malleshwaram last month,investigate_network,Murder,Malleshwaram,last_month,en
AG-05052,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Robbery & Dacoity,Koramangala,this_week,kn
AG-00960,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಸಮೀಪದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ ತಿಂಗಳು ಪರಿಶೀಲಿಸಿ,investigate_network,Unlawful Assembly,Bannerghatta Road,last_month,kn
